Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
Nadir Zortea,it ITA,"DF,FW",Cagliari,it Serie A,25-153,1999,6.8,15,2.21,12,0,3,0,0,0,1,0.15,1,0,0,0,0,0,Matches
Nadiem Amiri,de GER,MF,Mainz 05,de Bundesliga,28-023,1996,8.1,36,4.47,22,11,1,1,1,0,3,0.37,3,0,0,0,0,0,Matches
Naci Ünüvar,nl NED,"MF,DF",Espanyol,es La Liga,21-159,2003,0.3,2,5.63,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
Nacho Vidal,es ESP,DF,Osasuna,es La Liga,29-300,1995,1.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Nabil Fekir,fr FRA,MF,Betis,es La Liga,31-124,1993,2.0,12,6.00,9,2,0,0,0,1,1,0.50,0,1,0,0,0,0,Matches
Nabil Aberdin,fr FRA,MF,Getafe,es La Liga,22-088,2002,2.9,3,1.03,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Naatan Skyttä,fi FIN,FW,Toulouse,fr Ligue 1,22-196,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Myron Boadu,nl NED,FW,Bochum,de Bundesliga,23-310,2001,3.9,8,2.08,7,0,0,0,1,0,1,0.26,1,0,0,0,0,0,Matches
Myles Lewis-Skelly,eng ENG,DF,Arsenal,eng Premier League,18-054,2006,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Mykhailo Mudryk,ua UKR,FW,Chelsea,eng Premier League,23-319,2001,1.7,6,3.60,4,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
Musa Al-Taamari,jo JOR,"FW,MF",Montpellier,fr Ligue 1,27-162,1997,3.4,11,3.20,6,0,0,2,3,0,2,0.58,0,0,0,1,1,0,Matches
Murillo,br BRA,DF,Nott'ham Forest,eng Premier League,22-138,2002,11.0,14,1.27,10,1,0,2,0,1,1,0.09,1,0,0,0,0,0,Matches
Munir El Haddadi,ma MAR,"FW,MF",Leganés,es La Liga,29-079,1995,3.4,5,1.49,3,0,0,0,2,0,0,0.00,0,0,0,0,0,0,Matches
Moussa Niakhate,sn SEN,DF,Lyon,fr Ligue 1,28-256,1996,9.0,7,0.78,6,0,0,1,0,0,1,0.11,1,0,0,0,0,0,Matches
Moussa Diarra,ml MLI,DF,Alavés,es La Liga,24-009,2000,6.2,4,0.64,3,0,0,0,1,0,1,0.16,1,0,0,0,0,0,Matches
Mostafa Mohamed,eg EGY,FW,Nantes,fr Ligue 1,26-357,1997,4.4,4,0.90,3,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Moses Simon,ng NGA,FW,Nantes,fr Ligue 1,29-130,1995,9.3,37,3.99,18,6,8,3,1,1,5,0.54,4,0,0,1,0,0,Matches
Morten Thorsby,no NOR,MF,Genoa,it Serie A,28-198,1996,6.8,20,2.96,18,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
Morten Frendrup,dk DEN,MF,Genoa,it Serie A,23-226,2001,10.5,17,1.62,15,0,0,0,0,2,0,0.00,0,0,0,0,0,0,Matches
Moritz-Broni Kwarteng,gh GHA,MF,Bochum,de Bundesliga,26-205,1998,1.2,7,5.73,6,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Moritz Nicolas,de GER,GK,Gladbach,de Bundesliga,27-029,1997,7.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Moritz Jenz,de GER,DF,Mainz 05,de Bundesliga,25-203,1999,6.0,4,0.67,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Moritz Broschinski,de GER,"FW,MF",Bochum,de Bundesliga,24-057,2000,6.0,9,1.50,4,0,2,3,0,0,1,0.17,1,0,0,0,0,0,Matches
Morgan Rogers,eng ENG,"MF,FW",Aston Villa,eng Premier League,22-116,2002,10.0,34,3.40,26,0,3,4,1,0,3,0.30,3,0,0,0,0,0,Matches
Morgan Guilavogui,gn GUI,"FW,MF",St. Pauli,de Bundesliga,26-254,1998,6.2,15,2.42,10,0,3,0,0,2,0,0.00,0,0,0,0,0,0,Matches
Morgan Gibbs-White,eng ENG,MF,Nott'ham Forest,eng Premier League,24-297,2000,7.0,29,4.17,23,0,2,3,1,0,4,0.58,3,0,0,1,0,0,Matches
Morato,br BRA,DF,Nott'ham Forest,eng Premier League,23-142,2001,0.8,2,2.57,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Moisés Caicedo,ec ECU,MF,Chelsea,eng Premier League,23-017,2001,10.8,27,2.49,26,0,0,0,0,1,4,0.37,4,0,0,0,0,0,Matches
Moise Kean,it ITA,FW,Fiorentina,it Serie A,24-265,2000,10.1,25,2.47,12,0,8,3,1,1,2,0.20,1,0,1,0,0,0,Matches
Moïse Bombito,ca CAN,DF,Nice,fr Ligue 1,24-234,2000,8.7,3,0.34,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Moi Gómez,es ESP,"MF,FW",Osasuna,es La Liga,30-149,1994,4.1,8,1.96,6,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Mohammed Salisu,gh GHA,DF,Monaco,fr Ligue 1,25-216,1999,4.1,7,1.71,6,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Mohammed Kudus,gh GHA,"MF,FW",West Ham,eng Premier League,24-109,2000,7.4,25,3.40,16,0,6,2,0,1,0,0.00,0,0,0,0,0,0,Matches
Mohammed Daramy,dk DEN,FW,Reims,fr Ligue 1,22-317,2002,0.2,2,11.25,1,0,0,1,0,0,1,5.63,0,0,0,1,0,0,Matches
Mohamed Simakan,fr FRA,DF,RB Leipzig,de Bundesliga,24-200,2000,0.6,3,5.00,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,32-157,1992,10.7,46,4.30,30,1,7,4,3,1,7,0.65,6,0,0,1,0,0,Matches
Mohamed Meité,fr FRA,FW,Rennes,fr Ligue 1,17-039,2007,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Mohamed Lamine Bayo,gn GUI,"FW,MF",Lille,fr Ligue 1,26-168,1998,2.3,8,3.43,5,0,0,3,0,0,1,0.43,0,0,0,1,0,0,Matches
Mohamed Kaba,fr FRA,MF,Lecce,it Serie A,23-023,2001,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Mohamed Haj,tn TUN,MF,Parma,it Serie A,19-238,2005,0.7,3,4.09,2,0,0,1,0,0,2,2.73,1,0,0,1,0,0,Matches
Mohamed Bamba,ci CIV,MF,Reims,fr Ligue 1,20-042,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Mohamed Amoura,dz ALG,FW,Wolfsburg,de Bundesliga,24-194,2000,7.2,20,2.79,14,0,1,3,2,0,6,0.84,6,0,0,0,0,0,Matches
Mohamed Ali Cho,fr FRA,FW,Nice,fr Ligue 1,20-305,2004,7.1,24,3.39,15,3,2,0,4,0,4,0.56,2,0,1,0,1,0,Matches
Mohamed Abdelmoneim,eg EGY,DF,Nice,fr Ligue 1,25-292,1999,4.8,3,0.63,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Modibo Sagnan,ml MLI,DF,Montpellier,fr Ligue 1,25-219,1999,9.7,6,0.62,4,0,1,0,1,0,1,0.10,1,0,0,0,0,0,Matches
Mitchell Weiser,de GER,"DF,MF",Werder Bremen,de Bundesliga,30-212,1994,8.9,27,3.03,22,1,1,2,0,1,5,0.56,5,0,0,0,0,0,Matches
Mitchel Bakker,nl NED,MF,Atalanta,it Serie A,24-152,2000,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Mitchel Bakker,nl NED,"DF,FW",Lille,fr Ligue 1,24-152,2000,2.3,7,3.10,5,0,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Mirko Marić,hr CRO,FW,Monza,it Serie A,29-187,1995,0.8,1,1.22,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Miloš Veljković,rs SRB,DF,Werder Bremen,de Bundesliga,29-054,1995,2.5,5,2.00,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Milos Lukovic,rs SRB,"FW,MF",Strasbourg,fr Ligue 1,19-001,2005,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Milos Kerkez,hu HUN,DF,Bournemouth,eng Premier League,21-012,2003,10.3,27,2.62,23,1,1,0,0,2,4,0.39,3,0,1,0,0,0,Matches
Mile Svilar,rs SRB,GK,Roma,it Serie A,25-084,1999,12.0,2,0.17,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Milan Škriniar,sk SVK,DF,Paris S-G,fr Ligue 1,29-282,1995,3.2,5,1.54,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Milan Đurić,ba BIH,FW,Monza,it Serie A,34-181,1990,9.2,4,0.44,4,0,0,0,0,0,1,0.11,1,0,0,0,0,0,Matches
Milan Badelj,hr CRO,MF,Genoa,it Serie A,35-268,1989,7.5,14,1.87,12,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
Mikkel Kaufmann,dk DEN,"FW,MF",Heidenheim,de Bundesliga,23-321,2001,2.1,8,3.91,4,0,0,1,3,0,1,0.49,0,0,0,0,1,0,Matches
Mikkel Damsgaard,dk DEN,"MF,FW",Brentford,eng Premier League,24-139,2000,8.8,33,3.76,24,5,1,0,1,2,8,0.91,5,2,0,0,1,0,Matches
Mikey Moore,eng ENG,FW,Tottenham,eng Premier League,17-100,2007,0.9,5,5.29,3,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Mikel Vesga,es ESP,MF,Athletic Club,es La Liga,31-182,1993,4.0,7,1.76,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Mikel Oyarzabal,es ESP,"FW,MF",Real Sociedad,es La Liga,27-212,1997,7.8,12,1.54,8,0,0,2,2,0,2,0.26,2,0,0,0,0,0,Matches
Mikel Merino,es ESP,"MF,FW",Arsenal,eng Premier League,28-150,1996,3.1,9,2.89,7,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
Mikel Jauregizar,es ESP,MF,Athletic Club,es La Liga,21-007,2003,6.8,19,2.79,14,3,0,2,0,0,2,0.29,2,0,0,0,0,0,Matches
Mike Maignan,fr FRA,GK,Milan,it Serie A,29-139,1995,11.0,3,0.27,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Mikayil Ngor Faye,sn SEN,DF,Rennes,fr Ligue 1,20-128,2004,3.4,3,0.89,3,0,0,0,0,0,1,0.30,1,0,0,0,0,0,Matches
Mikael Ellertsson,is ISL,"MF,DF",Venezia,it Serie A,22-253,2002,7.9,23,2.90,17,0,2,1,2,1,2,0.25,2,0,0,0,0,0,Matches
Mika Màrmol,es ESP,DF,Las Palmas,es La Liga,22-140,2002,5.7,9,1.59,9,0,0,0,0,0,2,0.35,2,0,0,0,0,0,Matches
Mihailo Ristić,rs SRB,"MF,DF",Celta Vigo,es La Liga,29-019,1995,1.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Miha Zajc,si SVN,MF,Toulouse,fr Ligue 1,30-141,1994,1.5,2,1.34,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Miguel Gutiérrez,es ESP,"DF,FW",Girona,es La Liga,23-115,2001,12.0,35,2.92,30,4,0,1,0,0,2,0.17,2,0,0,0,0,0,Matches
Miguel Almirón,py PAR,FW,Newcastle Utd,eng Premier League,30-283,1994,1.2,4,3.43,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Miguel,es ESP,FW,Leganés,es La Liga,25-077,1999,8.7,12,1.38,4,0,2,1,5,0,3,0.34,2,0,1,0,0,0,Matches
Micky van de Ven,nl NED,DF,Tottenham,eng Premier League,23-214,2001,7.9,9,1.14,6,0,0,2,1,0,2,0.25,2,0,0,0,0,0,Matches
Mickael Nade,fr FRA,DF,Saint-Étienne,fr Ligue 1,25-260,1999,6.6,4,0.60,1,0,0,0,1,2,1,0.15,0,0,0,0,1,0,Matches
Michele Di Gregorio,it ITA,GK,Juventus,it Serie A,27-115,1997,9.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Michel Ndary Adopo,fr FRA,MF,Cagliari,it Serie A,24-123,2000,5.6,14,2.51,13,0,0,1,0,0,2,0.36,2,0,0,0,0,0,Matches
Michel Aebischer,ch SUI,MF,Bologna,it Serie A,27-318,1997,4.2,9,2.14,6,2,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
Michail Antonio,jm JAM,FW,West Ham,eng Premier League,34-236,1990,7.4,18,2.42,12,0,1,5,0,0,4,0.54,0,0,0,4,0,0,Matches
Michael Zetterer,de GER,GK,Werder Bremen,de Bundesliga,29-130,1995,10.0,1,0.10,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Michael Svoboda,at AUT,DF,Venezia,it Serie A,26-035,1998,11.3,15,1.33,13,1,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Michael Olise,fr FRA,FW,Bayern Munich,de Bundesliga,22-343,2001,6.8,35,5.11,25,2,3,1,4,0,6,0.88,2,0,1,1,2,0,Matches
Michael Keane,eng ENG,DF,Everton,eng Premier League,31-313,1993,9.0,6,0.67,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Michael Kayode,it ITA,"DF,FW",Fiorentina,it Serie A,20-132,2004,0.3,2,6.67,0,0,2,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Michael Gregoritsch,at AUT,FW,Freiburg,de Bundesliga,30-215,1994,0.9,1,1.07,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Michael Folorunsho,it ITA,"FW,MF",Napoli,it Serie A,26-286,1998,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Michael Amir Murillo,pa PAN,DF,Marseille,fr Ligue 1,28-282,1996,8.8,15,1.70,12,0,1,1,0,1,0,0.00,0,0,0,0,0,0,Matches
Mert Kömür,de GER,MF,Augsburg,de Bundesliga,19-125,2005,0.7,1,1.36,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Merlin Röhl,de GER,MF,Freiburg,de Bundesliga,22-137,2002,1.8,7,3.91,5,0,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches
Mërgim Vojvoda,xk KVX,DF,Torino,it Serie A,29-292,1995,6.9,11,1.60,10,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Mergim Berisha,de GER,FW,Hoffenheim,de Bundesliga,26-192,1998,3.0,4,1.34,3,0,0,1,0,0,1,0.33,1,0,0,0,0,0,Matches
Melvin Bard,fr FRA,"DF,MF",Nice,fr Ligue 1,24-013,2000,5.2,4,0.77,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Mehdi Taremi,ir IRN,FW,Inter,it Serie A,32-124,1992,2.7,7,2.61,6,0,0,1,0,0,2,0.75,1,0,0,1,0,0,Matches
Medon Berisha,al ALB,"MF,FW",Lecce,it Serie A,21-029,2003,0.9,6,6.51,4,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Maxwel Cornet,ci CIV,FW,Southampton,eng Premier League,28-053,1996,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Máximo Perrone,ar ARG,MF,Como,it Serie A,21-317,2003,7.3,23,3.14,23,0,0,0,0,0,1,0.14,1,0,0,0,0,0,Matches
Maximiliano Caufriez,be BEL,DF,Valencia,es La Liga,27-277,1997,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Maximilian Wittek,de GER,DF,Bochum,de Bundesliga,29-090,1995,9.4,37,3.95,22,11,1,3,0,0,3,0.32,2,0,0,1,0,0,Matches
Maximilian Mittelstädt,de GER,DF,Stuttgart,de Bundesliga,27-246,1997,8.0,33,4.11,30,2,1,0,0,0,5,0.62,5,0,0,0,0,0,Matches
Maximilian Eggestein,de GER,MF,Freiburg,de Bundesliga,27-347,1996,8.4,13,1.55,11,0,0,1,1,0,1,0.12,1,0,0,0,0,0,Matches
Maximilian Breunig,de GER,"FW,MF",Heidenheim,de Bundesliga,24-097,2000,3.1,6,1.95,5,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Maximilian Beier,de GER,"FW,MF",Dortmund,de Bundesliga,22-033,2002,4.6,14,3.01,9,0,2,1,1,1,3,0.65,2,0,0,1,0,0,Matches
Maximilian Bauer,de GER,DF,Augsburg,de Bundesliga,24-284,2000,4.9,4,0.82,2,0,0,0,1,1,0,0.00,0,0,0,0,0,0,Matches
Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,30-176,1994,8.4,21,2.50,12,7,1,0,1,0,1,0.12,0,1,0,0,0,0,Matches
Maxim Leitsch,de GER,DF,Mainz 05,de Bundesliga,26-185,1998,6.1,7,1.15,6,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Maxence Lacroix,fr FRA,DF,Crystal Palace,eng Premier League,24-227,2000,8.0,11,1.37,11,0,0,0,0,0,1,0.12,1,0,0,0,0,0,Matches
Maxence Caqueret,fr FRA,MF,Lyon,fr Ligue 1,24-278,2000,6.3,14,2.23,12,0,1,1,0,0,1,0.16,1,0,0,0,0,0,Matches
Max Rosenfelder,de GER,DF,Freiburg,de Bundesliga,21-283,2003,4.9,7,1.44,5,0,1,0,0,1,0,0.00,0,0,0,0,0,0,Matches
Max Moerstedt,de GER,FW,Hoffenheim,de Bundesliga,,,0.6,3,4.82,1,0,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches
Max Kilman,eng ENG,DF,West Ham,eng Premier League,27-180,1997,11.0,8,0.73,7,0,1,0,0,0,2,0.18,1,0,1,0,0,0,Matches
Max Geschwill,de GER,DF,Holstein Kiel,de Bundesliga,23-135,2001,6.7,12,1.78,6,2,0,2,0,2,2,0.30,1,0,0,0,0,1,Matches
Mauro Arambarri,uy URU,MF,Getafe,es La Liga,29-050,1995,9.2,13,1.41,10,0,0,2,0,1,1,0.11,0,0,0,1,0,0,Matches
Matz Sels,be BEL,GK,Nott'ham Forest,eng Premier League,32-267,1992,11.0,3,0.27,1,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Matvei Safonov,ru RUS,GK,Paris S-G,fr Ligue 1,25-268,1999,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Matúš Bero,sk SVK,MF,Bochum,de Bundesliga,29-074,1995,7.2,28,3.87,20,5,0,1,2,0,1,0.14,1,0,0,0,0,0,Matches
Matty Cash,pl POL,DF,Aston Villa,eng Premier League,27-104,1997,4.7,4,0.85,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Mattias Svanberg,se SWE,MF,Wolfsburg,de Bundesliga,25-319,1999,4.2,6,1.44,2,0,1,1,1,1,3,0.72,0,0,1,0,1,1,Matches
Mattia Zaccagni,it ITA,"FW,MF",Lazio,it Serie A,29-156,1995,8.4,33,3.91,19,9,0,3,2,0,4,0.47,3,1,0,0,0,0,Matches
Mattia Viti,it ITA,DF,Empoli,it Serie A,22-300,2002,12.0,9,0.75,5,1,0,2,0,1,0,0.00,0,0,0,0,0,0,Matches
Mattia Valoti,it ITA,MF,Monza,it Serie A,31-074,1993,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Mattia Perin,it ITA,GK,Juventus,it Serie A,32-009,1992,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Mattia Felici,it ITA,"MF,DF",Cagliari,it Serie A,23-216,2001,0.8,3,3.97,0,1,2,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Mattia De Sciglio,it ITA,DF,Empoli,it Serie A,32-030,1992,1.9,1,0.52,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Mattia Bani,it ITA,DF,Genoa,it Serie A,30-345,1993,4.0,1,0.25,0,0,0,1,0,0,1,0.25,0,0,0,1,0,0,Matches
Matthis Abline,fr FRA,FW,Nantes,fr Ligue 1,21-236,2003,8.7,15,1.71,11,0,2,1,1,0,1,0.11,1,0,0,0,0,0,Matches
Matthijs de Ligt,nl NED,DF,Manchester Utd,eng Premier League,25-099,1999,8.5,5,0.59,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Matthias Ginter,de GER,DF,Freiburg,de Bundesliga,30-305,1994,6.7,6,0.89,3,1,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
Matthias Braunöder,at AUT,MF,Como,it Serie A,22-237,2002,2.9,4,1.37,2,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
Matteo Ruggeri,it ITA,DF,Atalanta,it Serie A,22-131,2002,8.8,12,1.37,9,1,1,1,0,0,2,0.23,2,0,0,0,0,0,Matches
Matteo Prati,it ITA,MF,Cagliari,it Serie A,20-327,2003,2.6,5,1.91,3,1,0,0,1,0,1,0.38,1,0,0,0,0,0,Matches
Matteo Politano,it ITA,"FW,MF",Napoli,it Serie A,31-108,1993,9.9,32,3.23,21,9,0,1,1,0,3,0.30,2,0,0,0,1,0,Matches
Matteo Pessina,it ITA,MF,Monza,it Serie A,27-212,1997,9.5,9,0.95,8,1,0,0,0,0,1,0.11,1,0,0,0,0,0,Matches
Mattéo Guendouzi,fr FRA,MF,Lazio,it Serie A,25-219,1999,11.5,36,3.14,29,3,2,2,0,0,1,0.09,1,0,0,0,0,0,Matches
Matteo Gabbia,it ITA,DF,Milan,it Serie A,25-029,1999,4.0,3,0.75,2,0,0,0,1,0,1,0.25,1,0,0,0,0,0,Matches
Matteo Darmian,it ITA,DF,Inter,it Serie A,34-353,1989,7.4,14,1.90,10,1,0,0,2,1,3,0.41,3,0,0,0,0,0,Matches
Matteo Cancellieri,it ITA,"FW,MF",Parma,it Serie A,22-281,2002,4.6,7,1.51,5,0,0,0,2,0,0,0.00,0,0,0,0,0,0,Matches
Matt O'Riley,dk DEN,MF,Brighton,eng Premier League,23-364,2000,0.4,2,5.29,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Matt Doherty,ie IRL,DF,Wolves,eng Premier League,32-308,1992,2.3,2,0.85,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Mats Wieffer,nl NED,MF,Brighton,eng Premier League,25-003,1999,2.6,6,2.27,6,0,0,0,0,0,1,0.38,1,0,0,0,0,0,Matches
Mats Pannewig,de GER,MF,Bochum,de Bundesliga,20-022,2004,1.0,3,3.10,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Mats Hummels,de GER,DF,Roma,it Serie A,35-339,1988,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Matija Nastasić,rs SRB,DF,Leganés,es La Liga,31-236,1993,7.5,2,0.27,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Matías Vecino,uy URU,MF,Lazio,it Serie A,33-087,1991,4.7,14,2.95,11,0,0,2,0,1,2,0.42,2,0,0,0,0,0,Matches
Matìas Soulé,ar ARG,"MF,FW",Roma,it Serie A,21-218,2003,5.8,26,4.49,17,6,0,2,1,0,0,0.00,0,0,0,0,0,0,Matches
Matias Fernandez-Pardo,be BEL,FW,Lille,fr Ligue 1,19-290,2005,2.1,5,2.36,5,0,0,0,0,0,1,0.47,1,0,0,0,0,0,Matches
Mathys Tel,fr FRA,"FW,MF",Bayern Munich,de Bundesliga,19-206,2005,1.3,3,2.37,2,1,0,0,0,0,1,0.79,1,0,0,0,0,0,Matches
Mathis Lambourde,fr FRA,"FW,DF",Hellas Verona,it Serie A,18-315,2006,0.4,2,5.29,1,0,1,0,0,0,1,2.65,0,0,1,0,0,0,Matches
Mathis Amougou,fr FRA,MF,Saint-Étienne,fr Ligue 1,18-306,2006,7.0,13,1.85,11,0,2,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Mathieu Cafaro,fr FRA,"MF,FW",Saint-Étienne,fr Ligue 1,27-239,1997,6.1,19,3.13,13,4,0,1,1,0,1,0.16,1,0,0,0,0,0,Matches
Mathias Pereira Lage,pt POR,"MF,FW",Brest,fr Ligue 1,27-355,1996,3.8,10,2.62,4,4,0,0,2,0,1,0.26,1,0,0,0,0,0,Matches
Mathías Olivera,uy URU,DF,Napoli,it Serie A,27-019,1997,9.4,20,2.13,18,0,0,0,1,1,3,0.32,1,0,0,0,1,1,Matches
Mathias Jensen,dk DEN,MF,Brentford,eng Premier League,28-323,1996,3.9,15,3.88,11,3,1,0,0,0,3,0.78,1,1,1,0,0,0,Matches
Mathias Honsak,at AUT,"FW,DF",Heidenheim,de Bundesliga,27-335,1996,2.7,12,4.46,4,4,1,2,1,0,2,0.74,0,2,0,0,0,0,Matches
Matheus Nunes,pt POR,"MF,FW",Manchester City,eng Premier League,26-084,1998,3.3,17,5.22,12,0,2,1,2,0,3,0.92,2,0,1,0,0,0,Matches
Matheus Cunha,br BRA,"MF,FW",Wolves,eng Premier League,25-176,1999,9.8,38,3.86,20,7,6,2,2,1,5,0.51,4,0,1,0,0,0,Matches
Mateusz Wieteska,pl POL,DF,Cagliari,it Serie A,27-282,1997,1.2,1,0.83,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
Mateusz Kowalski,pl POL,MF,Parma,it Serie A,19-121,2005,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Mateus Fernandes,pt POR,MF,Southampton,eng Premier League,20-132,2004,7.9,20,2.55,15,1,1,2,0,1,3,0.38,2,0,0,0,0,1,Matches
Mateo Retegui,it ITA,FW,Atalanta,it Serie A,25-204,1999,8.6,27,3.15,21,0,1,2,3,0,7,0.82,5,0,0,1,1,0,Matches
Mateo Mejía,es ESP,FW,Sevilla,es La Liga,21-233,2003,0.1,1,8.18,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
Mateo Kovačić,hr CRO,MF,Manchester City,eng Premier League,30-197,1994,9.8,33,3.38,26,0,3,3,1,0,4,0.41,2,0,1,1,0,0,Matches
Mateo Flores,es ESP,MF,Betis,es La Liga,20-226,2004,0.3,1,3.91,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Matej Kovar,cz CZE,GK,Leverkusen,de Bundesliga,24-186,2000,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Massimo Luongo,au AUS,MF,Ipswich Town,eng Premier League,32-055,1992,1.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Massadio Haïdara,ml MLI,DF,Brest,fr Ligue 1,31-353,1992,3.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Mason Mount,eng ENG,"MF,FW",Manchester Utd,eng Premier League,25-314,1999,1.6,5,3.10,4,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Mason Holgate,eng ENG,"FW,DF",Everton,eng Premier League,28-028,1996,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Mason Greenwood,eng ENG,FW,Marseille,fr Ligue 1,23-049,2001,10.4,39,3.77,23,8,1,4,3,0,5,0.48,3,0,0,1,1,0,Matches
